contents,aug,contentsId,likecount,showTime,tv_name,uid,context,aug_context,label2,label7
手一滑又多杀了一个,一只手一滑，另一只手就死了,2020/6/26 22:04,298,908,8,1548383294,张老师你们别送了；不平凡的暑假；一会我就杀红眼了；这暑假过得很充实,张小姐，别送了；非凡的暑假；我很快就会杀了红眼；这个暑假过得很充实,1,1
交友不慎遇人不淑,不经意地交朋友，不忠实地结识他人,2020/6/26 14:33,4,2182,10,1315052959,说结尾崩了的你就不适合看悬疑推理类的请去看偶像剧吧简单明了；有些人管的是真的多；还有一集了；我都看到厨师了彩蛋呢,如果结局被打破，你不适合观看悬念和推理。请去看偶像剧。它简单明了；有些人真的很在乎；还有另一个插曲；我看见厨师了。鸡蛋在哪里,1,3
白鹿原的白灵,白鹿原白灵,2020/6/26 10:20,1,49,4,1449237733,花少北保护我；头发做的不错；都说了是去学习难道连学习都不行吗；难道我不在这学校上学,花少贝保护我；漂亮的头发；都是为了学习。你连学习都不会吗；我不是在这所学校学习吗,1,2
再刷爸买的白鞋,然后刷爸爸买的白色鞋子,2020/7/1 14:12,6,982,11,5.94E+14,这孩子太可拍了；这孩子长大不完了吗；她妈已经啥都明白了；新一代加强版张老师已经出炉,这孩子太上镜了；这个孩子不能长大吗；她母亲已经知道了一切；新一代增强版的张老师已经发布,1,2
景区开头的那个山吗,那是风景区开始的那座山吗,2020/6/17 17:20,224,1549,0,1238365954,就他一个人在做卫生；为战而来肖烟四起；孩子不能太懂事太乖这样容易受欺负；这孩子一看就不内向啊,他是唯一一个做卫生的人；来打仗，小燕到处都是；孩子们不能太理智和顺从。他们很容易被欺负；这个孩子乍一看并不内向,1,1
这么多年入赘心里扭曲了,多年来我一直是一个负担，我的心已经扭曲了,2020/6/27 3:03,1,3937,0,2355120467,时间到了该领饭盒走了；秦昊演的太好了；猎杀时刻到了；这个眼神让我感受到了杀机,是时候拿你的午餐盒走了；秦昊表现得很好；该打猎了；这个表情让我感觉到了杀戮,1,3
这就是距离感啊越来越远了,这就是距离感。它越来越远了,2020/6/17 23:36,170,2866,0,1609799866,单亲家庭孩子表示太真实了；照片有新家了；坐在后座太细节了；这个孩子演员以后会很牛的,单亲家庭的孩子们说这太真实了；这张照片有一个新家；坐在后座太详细了；这个孩子将来会成为一名伟大的演员,1,2
在打伊能静马上废了你哈,我要打败易能静。我马上杀了你,2020/6/17 9:00,60,295,1,2442055592,越打越重没发现；秦昊的演技真的是特别的棒；小鸟伏特加喝多了吧打这么重；再打也带你去爬山,我打得越多，打得越多。我没有找到它；秦昊的演技真是太棒了；伯德：我喝了太多伏特加。我打得太重了；我再带你去爬山,1,3
把眼镜砸了看不清楚了吧,打碎你的眼镜，你看不清楚，是吗,2020/6/20 15:31,66,1857,10,1187438080,突然觉得张老师好可爱；这假发给力居然没掉；该不会要烧了这厂子吧；眼睛摘了解除封印,突然，我觉得张先生很可爱；这顶假发真棒，没有掉下来；你不想烧毁这家工厂，是吗；用你的眼睛取下海豹,1,2
好朋友不留个微信吗,好朋友不留下微信吗,2020/7/12 16:28,2,4272,0,1192245130,我觉得还可以奔久点；好孩子太孤独了；这孩子其实真不错的；纯洁的友情最美好的感情,我想我可以跑得更长；好孩子，太孤独了；这个孩子真的很好；纯粹的友谊是最好的感觉,1,2
马上要知道弟已经领盒饭了,你得知道我哥哥已经收到盒饭了,2020/6/24 18:21,89,513,10,2459154198,都不是啥好人；就知道你们家晶；一起爬山啊；一帮小鬼,我不是一个好人；我知道是你的家人；让我们一起爬山吧；一群孩子,1,2
爸喊救命是伏笔,爸爸的呼救声是一个预兆,2020/6/24 1:00,186,494,6,1745934794,这老师在唱歌；果然是隐秘的角落啊；这皮笑肉不笑的演技绝了；这个妈长得有点像宋丹,老师在唱歌；这确实是一个秘密的角落；这个技巧娴熟但不微笑的人的演技高超；这位母亲看起来有点像宋丹,1,2
到这里所有演员都串起来了,在这里，所有的演员都被串在一起,2020/6/18 23:45,99,2525,6,1408241436,老陈这么快的嘛；老陈不会出事的；小白船又快上班了；一定是特别的缘分,老陈：这么快；老陈不会有任何麻烦的；小白船又开始工作了；这一定是一种特殊的命运,1,5
妈一个人带孩子也挺苦的,母亲很难独自照顾她的孩子,2020/6/19 22:57,64,2387,1,2389680439,妈可以谈恋爱呀；每个人都有隐私和心事；好巧明天端午；这个妈已经很好了一个人带孩子也不容易吧,妈妈，你可以坠入爱河；每个人都有隐私和顾虑；真是巧合！明天是端午节；这位母亲已经很好了。一个人照顾孩子不容易，是吗,1,3
老陈是主演不会有事的,老陈是男主角。一切都会好起来的,2020/6/19 3:32,77,2520,6,2502207842,没花钱的走一波；凑一起了要出事了；别让他们同框啊我害怕；真是要领盒饭了,不花钱就大干一场；一起，会有事情发生；不要让他们共享同一帧。我害怕；多棒的盒饭啊,1,2
花了钱说话就得硬气点,当你花钱的时候，你必须强硬,2020/6/30 13:30,1,259,9,5.21E+14,那确实比电影票值得；姚卫率你这么问很难回答啊；昨天晚上可发生得太多了；暑假作文暑假最难忘的一件事,这比一张电影票还值钱；很难回答姚伟的问题；昨晚发生了太多事情；暑假作文：暑假最难忘的事,2,7
叶驰敏又是第二要哭了,叶志敏又要哭了,2020/6/25 20:29,805,901,11,2427424199,张老师心态崩了；这样也能第一名；学了十二集的叶驰敏哭晕；不是吧这样还能第一名,张老师的心理崩溃了；这样，我可以成为第一个；研究了12集的叶志敏，哭得很微弱；你不这么认为吗？你仍然可以赢得第一名,1,3
只有严良是最单纯的,只有严亮是最简单的,2020/6/24 10:05,2,2027,6,2285744317,意外吧你爹返祖了；周杰伦演的真好；周杰伦怎么来了；还真像周杰伦我天,真是个意外！你父亲回到了他的祖先那里；周杰伦演奏得很好；周杰伦为什么来；看起来真像周杰伦，我的天,1,2
第一集标题就有说是暑假啊,第一集的标题是“暑假”,2020/6/24 23:15,18,665,1,1244685643,第一集名字就叫暑假好嘛；孩子不会出事吧好担心；秦昊可能带了两个假发；那是他媳妇儿的车,第一集叫做暑假；这孩子有什么问题吗？我很担心；秦昊可能有两个假发；那是他儿媳妇的车,1,5
张东升超神了,张东生是超自然的,2020/6/25 22:38,99,981,10,1363783673,咋这么巧张东升在；张老师越来越娴熟了；天哪论一个杀手的进化之路；此时小白船坐满了人,张东生怎么会在这里；张老师越来越熟练了；上帝，在杀手的进化道路上；这时，白色的小船上挤满了人,1,2
太喜欢这部剧了,我非常喜欢这出戏,2020/6/26 9:51,14,2262,11,1574077800,最好的一部国产网剧；人性最真实的写照；感谢制作团队好棒；导演你结尾童心泛滥了,国内最佳网络剧；人性最真实的写照；感谢制作团队。太棒了；导演，你的结局很幼稚,1,4
还好我还有个儿子,幸运的是，我还有一个儿子,2020/6/29 15:15,20,141,4,2256816724,都怪你不会教孩子的两个活该；都是惯得太任性了；后妈黑化了；这个妈是小九,你不能教你的孩子都是你的错；他们习惯于过于任性；继母变黑了；这位母亲是小九,1,3
妈脸上的油真实,妈妈脸上的油是真的,2020/6/28 17:58,6,2390,0,2231343269,为和喂真是一个年代的差别；就是怕她妈才不敢说；南方叫包面或抄手；该我出场表演了,“魏”和“黑”真的是不同的年龄；我害怕她的母亲；在南方，它被称为包面或潮寿；轮到我表演了,1,3
妈耶谁的相机啊你拿起来就拍照,妈妈：是的，这是谁的相机？拿起它时拍照,2020/6/20 22:44,100,2693,3,1674422545,这个孩子好可爱呀萌哒；哟好巧不巧的；没电了你说巧不巧；心真大哈拿来就用,这孩子真可爱，孟达；哦，真是巧合；没有电。真是巧合；我的心是如此之大，我可以随时使用它,1,1
这种情况不报警还干什么,如果你不报警，你在干什么,2020/6/21 18:21,45,881,4,2286549332,导演让后妈去领盒饭；多好的孩子呀交友不慎呀；气死我了；孩子都是大人的镜像,导演让他的继母去拿盒饭；多好的孩子啊！我交朋友时很粗心；这使我恼火；儿童是成年人的镜像,1,3
这个手段也太厉害了吧,这意味着太强大了，不是吗,2020/6/27 18:56,10,2767,1,1500110088,来点阳间的音乐好吗；腹黑萝莉太带感了；演技炸裂走一波；音乐音效配的绝了,你想要一些阳剑音乐吗；黑肚子的萝莉是如此多愁善感；演技已经爆炸了；音乐和音效都很好,1,1
一切都是因为这个小女孩,都是关于这个小女孩的,2020/6/26 14:16,14,1776,9,1280729496,谢大脚来了；脑回路清奇啊；只有他的画面是明亮的；曲筱的妈,谢大娇来了；大脑回路非常清晰；只有他的照片是明亮的；屈晓的母亲,1,2
你紧张什么也明显了吧,你很紧张。很明显,2020/6/23 23:30,238,458,4,1615145786,有事了你来找了；意外眼睛是会欺骗你的；别作妖啊；长的很像虚竹,有点不对劲。你是来看我的；偶然的眼睛会欺骗你；不要做恶魔；它看起来像一根虚拟的竹子,1,3
刚是不是有个骑自行车的超过去了,刚才有骑自行车的人超过你了吗,2020/6/23 15:45,18,2348,6,8.11E+14,错了下次还敢；再说像杰伦的全把你们带去爬山；严良咋白了这么多；地铁老爷看手机,错误的下次你敢吗；此外，像杰伊这样的人会带你去爬山；颜亮为什么浪费这么多；地铁站长看着他的手机,1,2
每一个表情都是戏啊,每个表情都是一出戏,2020/6/18 11:00,12,2567,1,1810351987,这阴乐太瘆人；可以躲在男厕所啊；小女孩好厉害；真是没一个阳间的配乐,这种阴乐太可怕了；你可以躲在男厕所里；这个小女孩太棒了；这真的不是一个阳光的配乐,1,1
代入感太强已经开始磨刀了,我有强烈的替代感，我已经开始磨刀了,2020/6/24 17:12,4,3180,0,1806322452,这电影也太真实了吧；很真实难怪评分这么高；他不是不合群他是太懂事；代入感太强了快黑化,这部电影太真实了，不是吗；非常真实。难怪分数这么高；他并非不合群。他太理智了；替代感太强了。天要黑了,1,3
这是年那个年代啊,这是一年，那时,2020/7/7 17:26,0,1959,4,1229813171,拿相机的时候好紧张；口哨演的好；这团队演技杠的；这孩子太坏了,我拿相机时很紧张；好口哨；这个队有出色的演技；这个孩子太坏了,1,2
这音乐,这音乐,2020/6/24 23:06,2,2964,9,1086490089,木工油漆工名字都有啊这部剧太好了；现实中存在没被抓的情况；大家都在欣赏这动听的音乐吗；希望一切可以重来张老师,木匠和画家都有名字。这出戏太好了；事实上，有一些案例没有被抓住；每个人都喜欢这美妙的音乐吗；我希望一切都能重来，张先生,1,4
我无语了,我不知道该说什么,2020/6/30 20:41,1,1708,0,2497606860,丰田哥没在怕的；不正宗的粵語；心理学的剧；拍得好真实,丰田章男并不害怕；非正统粤语；心理剧；这是一个好机会。这是真的,1,3
时间紧任务重,时间紧迫，任务繁重,2020/6/20 14:33,115,1165,3,2440755835,话都不说这么直接吗；轻车熟路了啊；太快了吧；中年人好直接啊,不要这么直截了当地说；你熟悉这条路；太早；中年人很直率,1,5
我去绝对良心好剧,我会问心无愧的,2020/6/19 11:42,22,4442,0,1597714928,再也不唱这首儿歌啦；好片赞了难得的好片；这么快一个多小时了；好惊悚这歌变的,我再也不唱这首儿歌了；一部好电影！难得的好电影；已经快了一个多小时了；多激动啊！这首歌变了,1,4
普演技满分,普通演技（满分）,2020/6/27 12:48,3,1867,4,2378037305,为什么不去要回来呢；这部剧真不适合孩子看；好真实啊；直接拿会被送回福利院呀亲们,你为什么不回去呢；这出戏真的不适合孩子们玩；多么真实；如果你直接拿，你会被送回福利院，亲爱的,1,4
这时候去惹他不太好吧,在这个时候激怒他是不好的,2020/6/28 19:38,32,533,6,1423928881,我不信这样还能考第一；学霸被他俩带的都逃课了；其实都是因为普；一个人上去又被策反了,我不相信我还能在考试中获得第一名；雪巴是他们带来的，他们都逃课了；事实上，这都是因为PU；有一个人上去，又反叛了,1,3
张叔并不坏被张叔圈粉了,张大叔不错，他成了张大叔的粉丝,2020/6/27 19:40,4,2968,9,2387659591,反复说了无数次死于背叛；我来每集片尾找彩蛋；为什么不多复制一张有内容的卡给他；这首歌竟然还蛮好听的,多次说他死于背叛；我在每集的结尾都会找到鸡蛋；你为什么不给他复制另一张有内容的卡片呢；这首歌其实很美,1,1
仔细想他俩是真不容易,想起来并不容易,2020/6/18 8:20,144,1065,3,1454002401,把我自己都看紧张了哈；真暖人想哭的感觉；真好善恶就在一瞬间；孩子承受的太多了,我对自己很紧张，是吗；天气很暖和，我想哭；很好。善与恶在一瞬间；这孩子受了太多的苦,1,3
这剧看得我太憋屈了,这出戏让我很沮丧,2020/6/18 22:30,254,874,4,6.17E+14,确实不关他的事呀；我家也有这个贴纸；好稚嫩的声音；你看旺仔笑的多开心啊,这真的不关他的事；我家里也有这个贴纸；多么温柔的声音；看，王仔多高兴啊,1,6
这事儿还有抢单的,还有抢订单,2020/6/25 0:39,19,1882,7,1260810469,赶紧救啊要不然钱让抢了；这突如其来的笑点；咋回事不该是我来吗；怎么抢我活儿呢,快点，否则钱会被抢的；突然的微笑；怎么了难道不是我吗；你怎么能接受我的工作,1,2
这剧可以啊,这出戏还可以,2020/6/17 0:11,20,25,1,1431680496,这才是真正的好片；走啊去爬山推下去的那种；就知道第一集的时长有问题；贾晓静我愿意等你回来,这是一部非常好的电影；走吧。去爬山，把它推下去；我知道第一集的长度有问题；贾晓静：我想等你回来,1,4
被影帝拍死这蚊子值了,电影演员射杀蚊子是值得的,2020/6/20 1:43,204,2047,0,1202222455,这三个小朋友都不简单不要想的那么好；这种老房子前庭后院的最舒服了；额对一个小女孩那么大恶意；这个剧背景是哪里啊,这三个孩子并不简单。别这么想；这种老房子有最舒适的前院和后院；对一个小女孩有这么多恶意；这出戏的背景在哪里,1,2
这西瓜看起来就甜,西瓜看起来很甜,2020/6/19 4:27,6,1671,3,2455477058,我电脑怎么绿了啊；这个爸也有点帅哈；这西瓜感觉好甜想吃；不能回房间写字吗,为什么我的电脑是绿色的；这位父亲也有点英俊；这个西瓜摸起来很甜。我想吃它；你不能回你的房间去写吗,1,2
有陈皮内味儿了,它尝起来像桔皮,2020/6/24 22:56,139,381,7,1288010879,严良分不清好赖人啊；分明是被打；时长只为卡精彩的部分；严良演技爆发力很强的,颜亮看不出有什么区别。他是个坏人；显然，他被打败了；持续时间只是卡片的精彩部分；严亮的演技很有爆炸性,1,1
确实有几分像杰伦,有点像杰伊,2020/6/23 22:07,26,2149,6,2337938484,这部剧的演员真的都很棒；太心疼了好难过；他爸长得像多个明星合体；演技炸裂啊,这出戏的演员真的很棒；对不起；他的父亲看起来像是明星的组合；演技已经爆炸了,1,5
小舅子的手,姐夫的手,2020/6/19 20:07,215,76,8,1301185511,大晚上一个人看；太刺激了这谁啊；留一手笑死我了；好激动又发了一个盒饭,晚上一个人看；太激动人心了。这是谁？；握住你的手，笑死我；我太兴奋了，又送了一盒午餐,1,2
这父母好像也没啥错吧,父母似乎没有什么问题,2020/6/20 18:12,13,3957,0,1436224352,孩子们的友谊很纯洁；这小女孩不是哮喘吗；是他自己的问题；这小女孩这样跑哮喘不要面子的嘛,孩子们的友谊是纯洁的；这个小女孩不是哮喘吗；这是他自己的问题；这个小女孩得了哮喘，但这并不能挽回她的面子,1,3
干完这一杯还有三杯,完成这个。还有三个,2020/6/16 21:01,31,1039,0,1454002401,吃完你们就得死；你爱人去乘风破浪了；他有点帅；秦昊演坏人太棒了,你吃了会死的；你的爱人去乘风破浪了；他有点帅；秦昊扮演坏人。太棒了,1,2
他爸好像沈腾,他的父亲似乎是沈腾,2020/6/20 16:13,28,3137,5,1845162679,真的开始爱儿子了吗；是不负责任的大人把孩子的心杀死了；看出茶言茶语的重要性了吧；发现细节好多啊太赞了吧,你真的爱你的儿子吗；是不负责任的成年人杀死了孩子的心；你看到茶语言的重要性了吗；我发现了很多细节。太好了,1,5
两条线交叉了,这两条线交叉了,2020/6/17 20:13,137,3778,0,1797866394,我家附近有五峰山；买一个他不香吗；不是看到无意拍到；不是有心机是知世故,我家附近有五峰山；买一个。这不是很香吗；我没有看到。我无意中开枪了；不是你有计划，而是你了解世界,1,2
张东升来活了走去爬山,张东生来住，走着爬山,2020/6/26 11:48,107,707,4,1839292398,看的好气啊；不得不说这背心真结实；整部剧都为了普；盒饭都给那后妈热好了,你看起来很生气；我不得不说这件背心真的很结实；整部戏都是为普写的；盒饭已经为继母准备好了,1,1
这女孩好镇定每次都很淡定,这个女孩每次都很平静,2020/6/27 23:21,13,2627,3,1344871193,心态的变化啊；代入感好强我开始生气了；你还写真名了呢；无语大无语,心态的转变；我有强烈的替代感。我开始生气了；你有真名吗；说不出话来,1,2
这是让人别学奥数从小的到大的都是深藏不露呀,这是为了让人们不学习奥林匹克数学。从小到大，他们都很神秘,2020/7/11 1:39,0,2129,2,1004637671,这剧一集一个梗；真实厨师都有名字；这背景乐有点黑色幽默的感觉；倍好听,这出戏只有一集和一个绊脚石；真正的厨师有名字；这种背景音乐有黑色幽默感；听起来不错,1,2
那时候就有八字刘海,当时有八个字的刘海,2020/6/26 19:08,40,535,10,1394161291,瞬间不想坐了；这部片子的演员表演都好自然没有做作；闫良自以为是其实啥也不是；严良是最单纯最正值的一个,我不想坐一会儿；这部电影中的男女演员表演得很好。自然，没有矫揉造作；颜亮认为他是对的，但他什么都不是；严亮是最简单和最积极的一个,1,2
人名币演技不错啊,人名园的表现很好,2020/6/27 1:14,12,1974,6,1435458840,这包里到底有个啥这么大；健康码是认真的吗；为了一个数字你们可是下了血本啊哈；杰伦要出场了,这个包里有什么这么大；健康码严重吗；你在一个号码上花了很多钱，是吧；杰伊要出来了,1,4
惊不惊喜意不意外,感到惊讶吗？感觉没有防备？,2020/6/18 9:17,299,846,3,2060202977,我头上好绿啊；我当然是选择杀了她啊；绿色来一波兄弟们；绿太美妙了,我的头多绿啊；当然，我选择杀了她；绿波，兄弟们；绿色太棒了,1,1
这个妈也是够了,够了，妈妈,2020/6/19 18:12,78,1243,8,1258176234,这个暑假真可怕；刚才让我看到了德华；孩子的心灵收到了极大的震撼；这男人现在里外不是人,这个暑假很糟糕；我刚才看见了德化；这孩子的心大为震惊；这个人内外都是坏人,1,3
妈呀还有人间地狱,人间地狱,2020/7/1 7:29,1,4540,0,2090509994,这是每集都有自己的片尾曲么；片尾曲人间地狱；这么多片尾曲是一集一个吗；看这片尾曲清单感情是一集一首不重样啊,这是每一集的结尾吗；结局曲《人间地狱》；一集里有这么多结尾吗；看看这部电影中的歌曲列表。感情是一个插曲。它们不一样,1,2
这部剧真好太喜欢了,这出戏太好了。我非常喜欢它,2020/6/21 18:07,28,3563,5,1601695936,上一秒童话下一秒现实；这剧真的绝了要火啊；有机会警告；果然是死亡曲,一秒是童话，下一秒是现实；这出戏很受欢迎；警告的机会；这真是一首死亡之歌,1,4
活着好吧没有死,活着，好吧，不是死,2020/6/27 14:44,18,421,11,2323858227,若一切可以重来多好；关晓彤与周杰伦的对白；又见面了洪世贤；欣才是整部剧笑到最后的人,要是一切都能重新开始就好了；关晓彤与周杰伦的对话；再次见到洪世贤；辛是全剧最后一个笑,1,2
儿子像个憨小老头,我儿子像个傻老头,2020/6/19 11:18,66,240,5,1363818763,这个导演流批啊；这剧情这演技太好了；阴乐来了；这种环境下这孩子正常不了,这位导演很受欢迎；情节和表演都很精彩；尹乐来了；这个孩子在这种环境下不可能正常,1,2
让你歇脚你还上炕了,让你休息，你在炕上,2020/6/28 21:14,195,1326,9,1658374294,不错的房子；词典上的加油太真实了；在书的侧边写字太真实了；真想看还有谁要去爬山,漂亮的房子；字典里的“振作起来”太真实了；这太真实了，不能写在书的侧面；我真想看看还有谁要去爬山,1,3
平静的生活打破了,平静的生活被打破了,2020/6/19 13:33,23,1558,2,4662186050,完了普怎么办呀；其实不是意外慢看吧；没必要对单亲家庭的孩子恶意那么大；关键是就是意外啊,之后，普，我们该怎么办；事实上，这不是意外。看看；没有必要对单亲家庭的孩子如此怀有敌意；关键是一场意外,1,3
这歌放在这里也太吓人了吧,把这首歌放在这里太可怕了，不是吗,2020/6/22 17:55,4,4618,0,2445284399,如果时光能倒流；今年有剧看了；听着渗人；说到了童年了,如果时间可以倒流；我今年看了一部戏；听我说；说起童年,1,6
学霸总是和别人不一样的,学霸总是与众不同,2020/6/19 20:01,59,2257,0,1504387453,挺好从小警惕意识就不错；他要出门防着点不对么；果然学霸都不是普通人；这孩子智商高又细心啊,非常好。我从小就有很强的警惕意识；他要出去了。他怎么了；果然，学霸不是一个普通人；这个孩子智商很高，很细心,1,2
不错带劲儿,精力充沛,2020/6/19 23:01,7,1394,2,1104751776,罪不至死只怪造化弄人；时长感觉是被剪的；一首小白船送走了；说是不至于死但是她的死是她自己作的啊,罪不会以死告终。只有天性让人感到内疚；时间的长度让人感觉被切断了；一艘白色的小船把他送走了；她说她不会死，但她自己死了,1,4
那时候有块了,当时有一个肿块,2020/6/24 20:06,15,1579,1,1498867863,你爸没给你这妈演得太真实了；这是哪个年代；这个记账是为了给他爸要钱吗；刷其他演员的都是孤儿,你父亲没有给你。你母亲的行为太诚实了；这是几岁；这是他父亲的簿记吗；其他演员都是孤儿,1,2
这剧节奏真是太棒了,这出戏的节奏真的很棒,2020/6/29 22:47,0,4596,0,1785612021,像看了一部未完待续的电影；这剧集死个呢；吓死个人；看到了国产剧的希望,就像看一部未完成的电影；表演怎么样；吓死了；看国产剧的希望,1,4
老天爷啊好大的一张床,天哪，多大的床啊,2020/6/30 21:52,56,1133,3,8.43E+14,离异了找对象很正常啊；真理就是很直接没有那么多花里胡哨；你这剧情我看过；人家单身你管人家呢,离婚后找人是正常的；事实是非常直接的，而不是想象；我看过你的故事；我是单身。你在乎什么,1,2
这次我站张叔,这次我站在张大叔旁边,2020/6/28 18:03,11,2995,9,1396410751,死后的灵曲；所有人都被朱骗了；汪苏泷唱的；没有一个人是无辜的,死亡后的灵魂音乐；所有人都被朱欺骗了；王素龙唱了；没有人是无辜的,2,7
穿着鞋效果会更好哦,穿鞋子会更好,2020/6/24 21:21,43,1168,3,1268653435,人家是单身怎么就不走正道了；真是好大一张床啊；可以但没必要；一进门就这么直接吗,你单身的时候为什么不直接走；多大的床啊；是的，但没有必要；你一进门就这么直接吗,1,1
给孩子的压力太大了,给孩子们太大的压力,2020/7/1 15:53,24,623,9,3.35E+14,真的好炸裂好真实啊；这个眼神好厉害；眼神太有戏了；这眼神绝了,太真实了！真是太真实了；这样子太凶猛了；眼睛太夸张了；这个样子太棒了,1,3
其实剧情的反转都是这个小女孩,事实上，情节的逆转都是关于这个小女孩,2020/6/19 11:41,15,1012,4,1579447571,这三个孩子本来就是善良的；源头就是这两孩子；严良其实是最善良最单纯的那个；这个普才是一切的起源啊,这三个孩子总是很善良；来源是这两个孩子；严良其实是最善良、最简单的人；这个Pu是一切的起源,1,2
我等你年又何妨,我为什么要等你这么多年,2020/7/13 3:41,2,882,2,3.17E+14,也许是编的实际是推的；没有魔改看到最后一集；这三个孩子心里不是一般的强大啊；每个人心里都有一个魔鬼,也许是编造的，但实际上是推的；没有神奇的变化，看最后一集；这三个孩子的内心一般都不坚强；每个人心中都有魔鬼,2,7
别找了有事烧纸,别找了。我有东西要烧,2020/6/21 23:40,36,691,10,1310433370,冰去陪晶了；最疯狂的人最清醒；王瑶才是神探直觉太准了；王瑶王立很快见面了,冰去陪伴水晶；最疯狂的人最清醒；王耀是侦探。她的直觉太准确了；王瑶和王莉很快就会见面,1,3
一切的根源是普貌似天真,这一切的根源在于普似乎很天真,2020/6/22 15:06,161,1207,9,1081559274,这孩子眼睛大的跟过似得；多好的一个坏人啊；妈演得真好；和张叔一起生活也不错,这孩子的眼睛和我的一样大；多坏的家伙；妈妈，这是一场精彩的表演；和张叔叔住在一起真好,1,3
还得讨好妈,我必须取悦我的母亲,2020/6/24 0:02,65,476,6,2280420794,什么都要问这妈控制欲有点过了；实在是演的特别的好张东升；可以这样就不怕以后媳妇问救谁了；害怕他爸把他杀了,你必须问她一切。她太有控制力了；这真是一场精彩的演出，张东生；没关系，如果儿媳问我将来要救谁，我就不怕了；怕他父亲会杀了他,1,3
老师地位不是很高的吗,教师的地位不是很高吗,2020/7/10 12:40,4,3255,0,1639433201,感觉每个群演都好真实；好细节啊；不会是个空的吧；细节真实,我觉得每个小组的表演都很真实；好细节；它不能是空的吗；真实细节,1,2
所以当初为啥要结婚,那你为什么要结婚呢,2020/6/19 12:47,115,3302,5,1453738693,遇上这种丈夫真可怕；他是聪明绝顶的吧；蛮有钱的家里两辆车；他知道他们永远不会再见了,遇到这样的丈夫真是太可怕了；他是个聪明人，不是吗；有两辆车的富裕家庭；他知道他们再也见不到对方了,1,3
这痕迹不是更明显了吗,这不是更明显吗,2020/6/19 16:05,106,427,6,1689104208,妈啊吓死了；聪明绝顶张东升；年轻苏大强把我看乐了；这不是扣的更明显,妈妈，我吓死了；聪明的张东生；年轻的苏大强逗我开心；这并不比皮带扣更明显,1,2
这俩人有点喜感,他们俩感到有点高兴,2020/6/21 17:49,77,2278,3,1833547043,张东升太机智了吧哈；为啥还换了身衣服；牛洪的进去一会儿哇跑；哈他俩,张东生太聪明了，不是吗；你为什么换衣服；牛红，进去跑一会儿；哈，他们,1,4
张叔让人恨不起来呀,张叔叔让人讨厌他,2020/6/25 18:55,21,1210,9,1623961033,只能说普伪装的太好了；张叔真的没想过要杀那么多人；感觉他结尾有点收不住了；这部剧好演员也演的好,我只能说浦把自己伪装得很好；张舒真的不想杀那么多人；我觉得他不能在最后停下来；这出戏很好，演员也很好,1,3
时长是一个想不到的东西,持续时间是无法想象的,2020/6/24 21:47,14,51,7,1447092913,这个时长是认真的吗；这是另外的价钱；新二是你吗；时长有他自己的想法,这个持续时间严重吗；这是另一个价格；西纳是你吗；船长有自己的想法,1,5
张东升崩溃了,张东生崩溃了,2020/6/24 22:10,366,2306,9,1451572652,为啥我有点同情张东升了；所以说要讲江湖道义；死亡问答又来；拍方向盘怎么拍的有点萌,为什么我对张东生有些同情；因此，我们应该关注江湖道德；死亡的问题和答案又来了；如何射击方向盘？有点可爱,1,2
怎么感觉有点搞笑呢哭笑,你觉得有点好笑吗？哭笑,2020/7/13 13:54,0,1991,5,1382152035,哈这个镜头两人都好可爱；你爸没脸见你啊傻孩子；没死只是疯了；孩子真可怜就是要见爸,哈，这一幕对我们俩都很可爱；你父亲没脸见你，傻孩子；我没死。我只是疯了；这孩子穷得要见他的父亲,1,1
张老师心态崩了哈,张老师的心态坏了，哈,2020/6/24 22:17,24,2400,9,1265950886,气的头发又掉了一把；赶紧杀了这个喂不熟的狗吧；学霸不想跟他们混了；秦昊这么好的演员,愤怒的头发又掉了下来；杀死这只陌生的狗；雪巴不想再和他们在一起了；秦昊，这么好的演员,1,2
秦昊亦正亦邪看的很过瘾,秦昊既正义又邪恶。我非常喜欢它,2020/6/19 2:12,29,1062,0,2482962669,这个喝水很真实；秦昊演的也太好了吧；第一次看秦昊的剧；我觉得他说话好温柔啊,这种饮用水非常真实；秦昊的表演也很好，不是吗；第一次看秦昊的戏；我觉得他说话很温柔,1,4
肯定是为了把鱼留给小伙伴吃,一定是为了救我朋友的鱼,2020/6/23 2:38,27,921,1,2017837370,刘老师演技真的好；海鲜市场都关门了；鱼的演技不错；这妈看着好眼熟,刘先生的演技真的很好；海鲜市场关闭了；鱼的表演很好；这位母亲看起来面熟,1,2
感情是最经不起揣摩的,感情是最难理解的,2020/6/19 9:27,206,2225,5,2482618632,别挑拨积极咯；这俩人要是合作就绝了；老狐狸和小狐狸的巅峰对决；我怎么感觉这两个人才是一个路子的,不要激起热情；如果这两个人合作，他们会死的；老狐狸和小狐狸之间的巅峰决斗；我怎么认为这两个人才有相同的道路,1,3
你们三个孩子太单纯了,你的三个孩子太简单了,2020/6/25 21:33,11,542,1,1615659129,但是他会想灭你们口阿；这不是在作死吗；还警告就你出些馊主意；普太聪明了,但他会想杀了你；这不是死亡吗；我还警告过你给我一些坏主意；普：这很聪明,1,4
